text,tag
"We have never been safe and we never will be safe.  There is no such thing as safe.  Trying to keep us 'safe' is dangerous - 13 million waiting list on the NHS, mental health issues, children's education, falling birth rate, etc, etc.",2
"Vaccines against Covid19  is a God send, scientists have work hard and still continue doing investigation, I am so glad that other countries are getting the opportunity to vaccinate their people. Do not create evil where there is salvation, if you do not want to get the vaccine, it is your decision like it was My decision to get vaccinated, stop the hate.",4
If we wishes to survive so long with our dearest and nearest. We must follow covid guidelines.and vaccinate everyone.,3
"Yes, everyone in each country should have the vaccine!",4
That people talk with that video about the vaccine and  the virus.And that video happen in Cuba right now.My people in Cuba need help and freedom they die evryday because they hungry and not have medicine .,2
And why don't they open everything for people who already had their 2 Vaccines? Included International Flights with Mask?,3
"This WHO thing is like a club , they only protect themselves, they don't think of the well being of the nation",1
"You know it's not save, it's quite clear what your agenda is stop mislead people with your bulls...",1
"Haití, Burundi, and Tanzania want no vaccine so the presidents were assassinated.",3
Another money making scheme for a few.       W.H.O.   has NO credibility after all their hiding & lies,1
"What about Albania? No covid, no lockdown, now vaccination, no deaths. No EU",3
"The market and all the public places are opened..... Why ONLY SCHOOLs in my place are Closed... What the f******. It has beem more than a year. If Corona is dangerous, why people do not die on the street, they just die in the hospital. What happened to China, there s no data about covid anymore",1
"Agreed your point, we fully back up you, Taiwan is ready to help others as Alpha Variant was controlled here, daily infected around 30 cases, Delta was blocked at small town, nothing infected,  Taiwan  medical team /facility is big enough to face COVID-19,  We will have 2 factory to produce Vaccine, maybe we can help others if WHO ok ? Hoping the global everyone vaccinated soon",4
"Totally agree, but some countries can’t afford it, some numpties won’t have it because they think it isn’t real. No chance.",4
"I was positive, cured now, but not as hard tge symptoms of others, no fever but wd tadte and smell, because maybe 1 had the first dose  of astra seneca, thank God!!!!",3
If you tell a lie long enough and loud enough the people will believe it.,2
"reason to supply food worldwide, but with vaccines it suddenly gets possible?",2
"Just wish the other European Countries would get on and vaccinate, stop with all the excuses",1
I am glad that Ugandan scientists and herbalists are making effective medicines to treat patients. We hope they will not listen to some redundant authorities who might try to discredit and discourage their efforts. We should decolonise ourselves.,4
Just let covid runs its course.... the strongest will survive and continue on with the planet.. problem solved.,3
"are racking in, can they not show some compassion for small and impoverished countries? Is human compassion dead? What about the world health organization, can they Not see the writing on the wall? Or is it a case of “ only the strong ( wealthy) will survive “!!! Just sickening. All countries house human beings, they have hopes, love and dreams like everyone else, they deserve a fighting chance like every wealthy country out there. So you Big Guys, get your acts together and start the process Now!! Before it’s too late!",1
"Yeah, okay, so I take a couple of jabs that I may, or may not survive. ? Don’t think so ! Happy with my immune system that god have me.",1
Its very shocking and alarming that there are still people out there who belives and trust the crap you spread,1
What happened to the Bat Story ....that's All.,3
"Sad, but despite both doses we are still at risk. Where do pandemics actually originate? (Hint - animals) Is the result a part of natural selection?",2
"If people had done their job at the beginning, or even learned from SARS in the last 18 years, then maybe it wouldn't have happened in the first place.",2
Our protection is not from Covax neither is it from observing what scientists say about Corona. Our protection is from our God the creator of heaven and earth,3
"Developing and developed ""COUNTRIES ""Can help the people who need to be addressed for Vaccine against COVID19 pandemic and create a healthy population",4
It's a relief antivax people wont get vaccinated. Survival of the fittest. ),3
"This add sounds like vaccines have to be obligatory, I think each person should decide about own health and about own risks, vaccunated people won't save others of being infected, with vaccines or not people are in risk of infections and death.",2
"New Zealand closed its borders they had very few cases we should have done the same. As of interest how many free vaccinations are New Zealand distributing around the globe? We are not crusaders saving the world nor do the people offthis country wish to foot the bill through higher taxation working for next to nothing we pay tax through everything we buy and earn time this was brought into line and CUT,!",1
No one is safe until we act normal again!,4
I stopped caring when you refused to acknowledge Taiwan as a sovereign nation. the WHO became politically motivated.,2
Remember Ebola WHO we never forget 5 years before you told anyone,1
"Great, now the problem is that some countries do not allow people to enter to other countries if vaccinated with y or x vaccine.",2
"Segregation is obvious. Some can have the experimental jab, while others cannot, or feel that they fear adverse reactions including death. And what has beeb done about it …..?",3
But distribution of vaccines is a clear show that humans aren't equal,2
"The only thing that really affected every country, is the nonsense the governments want us to believe!",1
Why is this crooked organization still able to promote their evil agenda?,1
While vaccine come  Paranoids are still on stage And the governments still do they stupidity as usual,1
"One policy that I would suggest is to make the vaccines available firsrly only to those who request for that. This way all those who worry gets the vaccine first and they become immune from the virus getting it through transmission from those who are unvaccinated as well. Then, again the remaining people who are not vaccinated pose no threats to those who get vaccinated and by that time the vaccines will be produced enough to reach them as well. The non mandatory policy is going to be much more effective.",3
"You forgot to mention : "" ...has affected every country in the world according to our agenda...""",1
We just have to learn to live with it.,3
Give them to the origin country not to other's,1
Our final medecane nd vaccine is jesus christ.This sick is a man made sick all pray that God will potect his inocent people.,3
Most of you commenting bs are from developed countries that were able to take adequate measures against the virus. You have no idea the hell we are living in underdeveloped areas. Just recognize how privileged you are...is that so hard ? It could have been worse!,4
All people is mortal.very strange to afraid of one possibility to die only,3
But why there we accept Wimbledon Tennis Championship and the European Football Championship with an immense amount of spectators who f…..g cares about the pandemy. That’s why Money makes the world go round,1
not every country. the cook islands have no documented cases.,3
Please we ask to any country to donate vaccines to Sydney !!,4
"Yea, you could be right, but I want to learn, what was UEFA shown a few minutes ago to us? C19-Delta mutation, biontech, sinovac or what?",4
"Just looking at the comments people are waking up in there millions, we don't belive a word you say",1
"There's no easy way out of this pandemic, please get your vaccination and be thankful that you could be one who gets it",4
"You are a joke but an organization!  You should stop doing what you are doing. Because it’s now like a comedy, looking at what you say   But Thanks to you - most people understood what is Really going in the world … Surely you are not working for the benefit of all human kind. But for your egoistic / political/ money / control - reasons   We don’t need you  Bye Bye",1
Just another misleading statement by these guys. They say the vaccine protects you from the virus. Nope just lessens the symptoms.   U can still contract and spread the virus is vaccinated. The sooner people start to lock this thought away.   The sooner people will come together and not be feared into decisions,1
Find this virus' cure and not just a vaccine (or was that really a vaccine though?),2
"Let people live!! If they want a vaccin or not, don't discriminate them!!! Btw, people who get a vaccin still can spread  disease so please no more discrimination between those who got vaccinated and without an vaccin...",2
With six million ways to die and covid being just one of them WTF is humanity doing to itself,1
HOW so excellent business policy I am so afraid for WHO Covid-19 is not only virus it is big business in the 4th industrial world & its operate WHO etc (only few person),2
By the time every person receives their 2nd jab in the world most people who survive Covid19 will have natural imunity to it..at the slow rollout rate,2
I agree until everyone is vacinated no one is safe.,4
"Till the delta variant emerged, this truth was conveniently bypassed by the rich nations.",1
After vaccination is everything going to be normal because we ll be totally healed,3
Where are the facts checkers? False information should be reported!,1
There is zero reasons left to trust who. It is a sad day indeed when such an organization picks dollars over people.,1
Ok..i salute all your big plans WHO   Hopefully all rich/poor countries can get an equal/fair share..i salute your humanitarian action..  The projected fair distribution is at serios risk..Is the targeted distribution of the Covak vaccine starting next month ?..when will it be realized ??  Thank WHO,5
It has affected peoples logic and common sense as well. They are now so afraid of dying that they don't know how to live anymore - thanks to you and your media lackeys.,1
Take a look at the profile of anyone you can find defending the narrative on this thread. They all seem to not be real people,3
"Nobody is free until everyone is free from WHO, WEF and UN.",1
Im afraid of the snake logo in the world health organization it's like devil sign,3
Only rich countries are being vaccinated at a desent rhythm,3
Must be hard work trying to convince other countries your lie.,1
"As if there were no other problems that cost hundreds of millions of lives... But, thanks for insisting- now we know for sure, that this is only the question of business...",2
says the organization that initially refuted that it was a pandemic...,1
horrible how you fight for abortion rights but want to push this on people! it’s not even fda approved and the armed forces aren’t even mandating soldiers to get it! stop the fear mongering! anything that the makers are not held liable for is deceitful!,1
"Perhaps looking at Jenna and the small pox history will help put the future into perspective. Covid - we have a long road ahead, especially if you’re little.",3
Is China taking the same vaccines you are busy distributing to Africa if not then the vaccine are useless,2
India should be providing the 190 million doses of the Astrazentra vaccine to Covax. Instead there want to keep all Astrazentra vaccine in india. Not even india own vaccine. Its about time india Get told to immediating start shipping Astrazentra vaccine to low and middle income countries.,2
Yea and you guys just took money from China and ignored how this would breakout. The WHO even did not recognize Taiwan and their amazing efforts,1
"""until we are all safe""  my dude, this virus is mutating so fast and in so many ways that is getting upahead than the vaccines already produced.. how do they plan to get every one vaccinated if even now the supply demand can't be met as it was promised? even more this inmunity doesn't last long enough to supply the rest of the population, the people thinks they will be safe once vaccinated and you are letting them believe that, they have no idea they need to get vaccinated again In the same year (and im not even talking about the second vaccine) nor the side effects at long term of this vaccines that we are accepting just because we are desperate to return to ""Normality""  I dont know whats the point anymore anyone who doubts its called antivax but is just common sense, i mean you really dont have doubts? Something that usually takes 10 -20 years to be done finished in less than 2 years? You can have the resources to have more tests but there is nothing you can do to see the side effects of this in 3, 5 or 10 years ahead, no money can do that. The truth is we dont have actual idea what we have accepted.",2
Who believes WHO anymore . They got things wrong.,1
"I think covid effects the minds off people asswell, it has a massive impact on the panic cortex i think.",1
"Our country is hugely densed populated country.It is very tough to ensure vaccination to all citizens of our country ,Bangladesh..",3
"Why are they pushing the vaccines on us when we can clearly see in videos they fake getting vaccines themselves, they are not that good if people in power avoid them but pushes them on us. This is clearly a hoax, a starting step for something huge",1
"The West want to save there future warehouse fodder,",3
"Fine print ""this message has been paid for by China """,2
"I saw a Head-line saying ""Depopulation by Forced Vaccination!!!""",2
"With the amount of people being  injured from these covid so called vaccines, not to mention how many people have DIED from these covid jabs. I think it time to call it quits before to many more people are injured or DIED.",2
To think this stupid video will persuade naive people to go become part of an experiment without even being aware of it...what a time to be alive....,1
Not allowed promotion of vaccines or any medication!!!!,3
We dont blame anyone for this crazy pandemic. We just wish that every thing goes back to normal. I miss my old life. Mostly I want my children to explore the outside world not every corners of our house..,3
y' approach to all major problems!,3
I see the WHO remains unwilling to acknowledge age based risk stratification,2
"Exactly, no one is safe until everyone is safe.... so stay safe in all trouble",4
Myanmar is posing problems because the military terrorists are using the pandemic to weaken our fight for freedom and democracy. And the spill over will cause 4th and 5th waves affect the whole world in due course and thus undermining world wide efforts. Kindly get rid of him first.. urgently. Thank you.,3
"One of my friends, I am not mentioning her name, but she says the vaccines are not for her. She is mixing with her friends and relatives.",3
We can't continue burying our heads in the sand the west thinks about others. WHO can not be listened to by western powers,2
"Are we able to be sure, that the developers of this virus are not including it in parcels  daily coming from their country, it is amazing how it just pops up all the time at the worst possible time.",2
Ohhhh my God protect me and those who believe in you not convid19 vaccines because virous is made by human being not you Allah  Rich countries have become more saitanic  They have forgotten you Allah Lord the creator Ameen,3
We can go to Senital island in Indian Ocean but the natives don't want us or the covid,3
We are already safe coz our  Lord is still on our side and fight for his peoples,3
Covid 19 is very bizarre and we just need to follow the rules ...no matter what u think....u just need to stay indoors ...and always wear a mask and remember it's ur choice to follow the rules ...Y'all we have done this before .. together we can,3
"This is like the ""Duck and Cover"" cartoon video for the Atom Bomb in America... if you hear an atom bomb explode near your neighbourhood, duck and put a newspaper over your head, just like Daffy Duck.",2
Just give us venom. It's much cheaper than creating virouses and vaccines,1
"More cartoons! Fun fact: if you focused less on cases and more on critical/fatal reactions, you’d only need your GREEN pencil crayon!!!!!",1
"Question : 1. How  could they come out with such inoculation if the data are still not present from the origin of the virus?? 2. Does the inoculation has a true virus of cvid19 that infected people in 2019? 3. In late 2019 and early 2020, the unusual symptoms experienced of some are non productive or dryness of cough like a pertussis type that may other experience a common cold after a few minutes of exposure, also other had a pneumonia case via X-ray, though it is curable by means of medication, the question is: have you encountered same symptoms made by the vaccine into the body who are experiencing moderate to severe cases? Also, there is difference between difficulty of breathing from respiratory ailment(cough) from the difficulty of breathing from other diseases( the leading causes of morbidity and mortality )which the causes and treatments are also different. This is a life threatening symptom which has less oxygenation using pulse oximeter. And the thing is, do they really diagnose of such differences rightly?? despite of the cvd19 is in demand, whereas there are leading causes of morbidity and mortality even in the past years, and  the presence of inoculation reactions like inflammation and clotting are also apparent? 4. How could they conclude that the severity is lessen if there were still experiencing of rises in death rates?? 5. Why shifting from cvd19 to variants to delta variants and delta plus variant?? Are you sured they were only seen in 2020 beyond?? Or are you sured they weren’t the mutated virus from SArscov1, ebola, merscov?etc… does the pcR test antibody or even antigen diagnose directly these pathogens? Or design to diagnose of such disease? This is only creating an aeviternal chain of positivity or infection, isn’t it? Even one denies human bodies may speak for themselves.",2
What Canada is not approving Sinofarm,3
With the exception of the country that released it on the world.,1
The only thing we are not safe from is the government,1
Australia & NewZealand has very low effect of covid & they’re not vaccinated even,3
There is another solution that is life giving and produces less side effects and death from it.,3
"The treatment of  a part should not be attempted without treatment of  the entirety, "" Plato:The state 380 ante Domimo. The healthcare system of the future  is  a net of  institutions   that supports everyone in being self responsible about health. it will support  people in their personal development, it will remove the separation  between medicine, psychology and religion and it will become an important  instrument for the evolution of all countries and societies. This will bring us to the third ocean, corresponding  to the third aspect of our personality to face third wave of this disease.",4
"Why do fact checkers check and say we all lie, but when there is a lie like this it's nowhere to be found!",2
First case in Timor was only a couple of months ago... explain that!,3
Why isn't this flagged as false information?,1
"what about cuba right now, dont you have anything to say?? please, the virus is not the only issue, goverments also must be perssuaded to cooperate to erradicate it",3
is virus will go until 2025 and then it will be gone if a democrat gets in office,3
I watch yesterday uefa euro 2020 when all Italian players kissing trophyand a lots of fans watching the match without maskswhere is this virus? Covid-19 is a big mistake and  a lots of jokes,2
"I want ask, for vaccine injection we need healt body right..if someone has comorbit is it still need that ?",3
"…and John Kerry is constantly seen at the airport without wearing a mask, Newsom gets to dine outside with friends and family without wearing a mask, Whitmer gets to be in a crowded bar without a mask and social distancing. Why are they allowed to break these stupid rules?!? Also, why is Fauci not in prison for lying to everyone???",2
"Car tyres, a ""key ingredient"" found in children candy",3
"Don't understand why, how, where did this virus come from?",3
"Repetition is the way for making anyone to accept and adopt ideas/official neratives. WHO controls information, controls everything.a)etc Keep an open mind always!",1
The WHO and their psychopaths mates have affected every country in the world!!,1
"I would just like to get a straight answer about booster shots. All I hear is from Phizer (sp?), and we don’t know...but we do know that after 6 months your protection is decreased significantly. So... why not a booster?? And I got the Moderna...what about it? Are they waiting until everyone will be trying to get one like last time, and not be able to find them?? Just tell us already, so we can be protected as much as possible. I would just go ask for one, but that’s not gonna work!",2
"I alredy had COVID IN NOVEMBER 2020. It was like a bad flu. MY SON JUST HAD COVID. I DIDN'T USE ANY MASK, NEITHER HE DID. THIS TIME I HAD SOME HEADACHE AND SOME FEVER, JUST FOR 1 DAY, THAT'S ALL. SO, I RECEIVED MY SECOND DOSE, JAJAJA. SO, I DON'T NEED ANY VACCINE, LESS THAT ONE EXPERIMENTAL LIQUID, I DON'T KNOW OF WHAT",3
"Very good propaganda  absolutely no logic behind but well done graphically, with the soft voice and the little cartoon-like music",1
"Wear mask, Maintain 2 metre distance, Wash your hand and Avoid crowding, don't step out unnecessarily",3
Why don’t you tell the truth !! You are all apart of the agenda to depopulate the world and the sooner the people around the world throw you out of their countries the bloody better !! You are against the people not for the people !!,1
Another release from Chinas un media bureau wouldnt trust this outfit with emptying my garbage bin,1
But on the Wembley stadium was all ok tonight...,2
"Not covid, governments effect most of the countries...",2
sn't touch the core of the problem ]the only effective and efficient treatment is either : 1st; inducing asd  2nd ;opening pulmonary valve permanently  Please go to u tube Dr.samer akel,3
This crap is going to happen one way or another. The powers “over” us all want it so get ready.,1
"I hate covid-19, because this virus is the target of marriage and my work is messed up",1
I thought there were zero reported cases in NK tho?,3
"This post cvid the use Half "" Happy prm use nam this peoples cuwar no no problem  .indiyn cvid cuwar colost  indiyn cvid pleas them play would    1 .makes :use makes caws  july  august cvid sllo 2020        .....sisira .....",3
We need to have a real conversation about your organizations inaction instead of cartoons.,1
It is correct.WHO is the Organisation is possiblrote to protect every one of the world.,4
"now all in age brackets to the scale and see how ""at risk"" we all are",2
People in the philippines be like with a very hot climate.,3
What we need to do is seal the boarders from international travel,3
Take a look at what they are doing to sheep and then man you might have to take care of your nuts,3
I need a medical expert. Somebody help me. How and where can I get him?,3
"Funny that here in Mexico, cases went high up again (in plain summer) when vaccines were available.",2
When one read all the comments its astonishing how much ignorance there is in the commuity  and I bellieve the use of false names as well!!!,2
"The WHO,led by a man who is not even a doctor and also wanted in his own country Ethiopia for crimes against humanity.",1
"Bangladesh management is very bad, so help corona vaccine our",2
"The problem is that there is no general safety, and as Benjamin Franklin stated: Those who are willing to give away freedom for security - deserves neither.",2
"The WHO has affected every country in the world, an unelected bunch and one Crazy Klaus!",1
This reminds me of that game plague Inc except the governments in control not us,2
The world economic and financial system should be modified fairly due to pandemic. Adjustment is needed in all sector of economic and finance,3
Yes let divide us for those that different treat them differently hm,2
Stop letting people in to country's till coved has run it's course,3
"Is Covid in Africa different from Covid in other continents, or why people in other continents does not wear masks?",2
When Trump took out USA from WHO...he knew what you are,1
"Why do you prove a vaccine that some heads of some states don't support it, like the one from Congo drc ?",2
Step by step Cambodians received 2nd doses of vaccination. Dr Chuong Seng Ly,3
"A question .. Why is aztrazeneca distributed ,and it's not valid for travel in other countries??????",2
For the first time I see the World in one palm we are really in the same boat the question is to what extent this vaccine efficient?,2
"covax will provide 20% of vaccine to the third worlds country..  Rest 80% still needs to be provided. Non european developing countries urging for vaccine with even money they couldn't get vaccine. We want USA,  RUSSIA and CHINA  to race on this matter to prove who should be the next world leader.. We need a world leader who cares for whole the human race not only for his country.",2
There are more than enough people on this planet and a little culling wouldn't be a bad thing.,3
Everyone in the comment section either thinks they’re a comedian and or have doctorates degree in medicine.,3
Was the country of Taiwan also affected?,3
We all gonna turn into darklings from “I am legend” is all I keep thinking what about anyone else?,2
Can a breastfeeding mother (age is 22y)who have a child whose age is 18 months take the vaccine?Is there any side effects?what is the best and safe vaccine for a breastfeeding mother?  I am looking forward to hearing from you.  Thank in advance.,3
It is best to lock down for fourteen days all over the world to get rid of the virus People are very tense.,3
Ok so like im gonna sound stupid.. but after months of being scared to get the shot.. i got the first dose already.. now seeing all this im starting to regret it.. i only did it because i take care of my 71 year old grandmother...,3
In the world only has 15 millions active cases!? So where is the pandemic! We are 7 billions!,2
"Find a way to rehabilitate the whole world , covid is gone mental health wher is it ?",2
"You lot of Morons need to be Honest with the World it’s a Hoax,Scare Mongering and All Governments are Believing it.",1
Why don’t we all just wear astronaut suits when we leave home until the virus is eliminated?,3
there’s not even the moderna vaccine in my country,4
What about the North Sentinel Island?,3
"NOT HAITI, until now, when the president was assassinated and america is on the way with the Jab",2
But not the recent football games... how long for you think you can lie?,2
Lies and more lies to control humanity hipocrits,1
,1
Propaganda,1
"The virus is fake. The hospitals are empty. The doctors' surgeries are empty. The test centres are empty. The ""Nightingale Hospitals"" were torn down without having received a single patient. The total death rate (any cause) for 2020 was less than that for any year prior to 2009. The scamdemic is a fraud. Resist communism!",1
More lies and propaganda by the people that bought you the supposed virus,1
"Bolloxks,,,,",1
The WHO are nothing but Demonic genocidal maniacs,1
"FACT – Deaths due to the Covid Vaccines in the UK after 6 months are 407% higher than deaths due to all other Vaccines combined in the past 11 years BY THE DAILY EXPOSE ON JULY 11, 2021 •   A freedom of information request made to the MHRA has revealed just how deadly the Covid-19 vaccines really are.",2
Who will protect the sane from the Cult of Covid,1
More like COHOAX,1
Stop the NWO propaganda...,1
So the vaccines stopping the spread but the cases are raising? Hmm,3
"main goal is depopulation. Your ""cure"" will cause mass infertility, more adverse reactions and deaths to our children, and believe me, dare to come near my children with your poison!!!!",1
Thanks to you.,5
Thanks add,5
"WOW ~ AS AN EX NURSE WHO HAD COVID AND STILL GOT VAXXED AFTER I MUST SAY THAT THERE SURE ARE A LOT OF ANTI VACCERS AND ANTI MASKERS SPOUTING WILLFUL IGNORANCE , STUPIDY ,  HATE , ANGER , AND FEAR MONGERING ON HERE BY DENYING DEATH TOLL NUMBERS AND BY MEDICAL SCIENCE FACT DENYING LIKE A TROVE OF TRIPPING TRIGGERED TRUNT TROLLS TOWARDS OTHER GOOD PEOPLE WHO ACTUALLY WANT TO GET VAXXED AND TO FOLLOW THE COMMON SENSE PROTOCOLS FOR EVERYONES SAFETY AND WHO HAVE THE COMMON GOOD OF SOCIETY AS A WHOLE IN MIND FOR THE REINSTATENENT OF A HEALTHIER AND ECONOMICALLY THRIVING SOCIETY ... SAD",4
What is the push for ??? Our own immune systems are highly effective against any Virus. Give it up already !!!!!!,3
Good morning,3
Oh do f# off with your BS,1
Chinavirus,1
Fear mongers,1
"What protection.  It's clear the jab doesn't work, as people still get infected.  AFTER THE 2 DOSES REQUIRED What are they really injecting you with. Count my family out from getting it",2
Super fakes news,1
"Fu* ck you w,ar crim, nial terr$ orists.  Stop scaring people with lies and h,oax",1
"No one is safe till WHO, CDC, big pharmaceutical companies are gone from the face of this earth. Then all covid-19, ebola, AIDS, SARs etc will end and new diseases will stop re-emerging.",1
"The COVID-19 is a lie promoted with bribes from WHO, full stop !",1
"China did this, WHO allowed this",1
"""no one is safe.."" I take Ivermectin, easy to buy online.",2
No one is safe from governments until everyone is safe from governments. PS stuff your brainwashing video crap.,1
"Very true it's so infectious, no ones safe for long, how come alls quiet on hows chinas doing?",4
NWO agenda. The world ruled by a select few. Time fof99% of alaves to rise.,2
What COVID ???,3
That cedros  he cantbe trusted,1
"Dr Charles Hoffe on the spike protein and how it's guaranteed to cause blood clots ultimately leading to a stroke, or/and cardiac arrest in the COVID ""vaccine"" recipients, especially in the Pfizer/Moderna subjects.",
Who Y'all going to get what's coming real justice.you really are doing the devil's work,1
Well planned PLANDEMIC/HOAX you mean,1
Even it's good that they wipe me. I'm in Hell,3
Good,5
Stop promoting bill covid illness .,1
Ha ha ha ha ha,3
People are waking up,1
Worthless puppets of Red China and haters of freedom and America,1
"Bulls...t, bulls...t, bulls...t!",1
Now read it again replacing COVID-19 by BIG PHARMA...,1
many conutries dont believe in the fake,3
Death to the WHO,1
It’s over  Stop  vax now! Oxford finally announced vax cause new variants!  Enough of your lies!,1
The theater falls .,1
"Once you at W H O stand up, tell the truth and lay the blame where is belongs you can KMA with your crap",1
"""No one is safe until everyone is safe!"" Is that a threat? We don't need your green gene altering slime...",1
"Hey WHO, up yours with all your bs,  I wish we'd defund you like Donald Trump did, best move the US made, you are all run by crooked politicians...",1
Hoax,1
The World Hoax Organization spreading propaganda again.,1
Liars.,1
